source,date,text,rating,metadata
Google Play,2026-08-22 16:21:50,Current version most of the time is hang,5.0,Ansarul Mullah | 👍 0
Google Play,2026-08-22 16:11:35,so good,5.0,Taskiya Jannat | 👍 0
Google Play,2026-08-22 16:09:48,amejingh,5.0,Rajkumar Warkade | 👍 0
Google Play,2026-08-22 16:03:52,I love binancebapp more than anycrypto apps because it is almost perfect by design,5.0,Amanuel Zerfu | 👍 0
Google Play,2026-08-22 15:46:36,it's very good app for earning platform,5.0,Farhan Khan | 👍 0
Google Play,2026-08-22 15:27:41,awesome,5.0,Mst Sufia Khatun | 👍 0
Google Play,2026-08-22 15:23:18,veri nice,5.0,Muhammed Aoun | 👍 0
Google News,2026-08-22 15:05:23,"How a former crypto user’s archived Binance data ended up in a foreign terrorism prosecution - CryptoSlate <a href=""https://news.google.com/rss/articles/CBMiuAFBVV95cUxPdUp4YzFpcW9xZElROE5XYkE0ZWZ1WGpkNlBLQUdhYWkzVjhiV2tuRmRtVU9Fazl4X1FaSVpHaEpsX0lsMmdTQjBBbDhrV29SUGgxaVZvbU9ma01yVkVEY0pfei1UeFBKVG5sek9uZU51dnhCR0stRTM1dmRRVGpnd2VIU0U0T3gwcENWekYyQ1BIMGRTdC1hMHBCSWU4bFZBb0dFc0R2RFBnRnBCRm1QQjR0cmE3eXdF?oc=5"" target=""_blank"">How a former crypto user’s archived Binance data ended up in a foreign terrorism prosecution</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CryptoSlate</font>",,Google News
Google Play,2026-08-22 15:01:25,ok good,5.0,Hasan hasan | 👍 0
Google Play,2026-08-22 14:52:41,good view and user friendly app,4.0,HASSAN AHMAD | 👍 0
Google Play,2026-08-22 14:49:28,good apps,5.0,MD Rufikul islam | 👍 0
Google Play,2026-08-22 14:37:55,thank you,5.0,abdulasad official | 👍 0
Google Play,2026-08-22 14:18:48,good,1.0,Md Rosid | 👍 0
Google Play,2026-08-22 14:16:38,good,5.0,Furqan Khitran | 👍 0
Google Play,2026-08-22 14:14:26,good experience,5.0,Umar Khayyam | 👍 0
Google Play,2026-08-22 14:14:14,great 😊😊😊👌,5.0,Good Mind | 👍 0
Google Play,2026-08-22 14:13:50,good,4.0,Aahan khan | 👍 0
Google Play,2026-08-22 14:09:52,excellent,5.0,Jhamman Nishad | 👍 0
Google Play,2026-08-22 13:56:51,good,5.0,Muhammad Awais | 👍 0
Google Play,2026-08-22 13:54:37,i am now seeing where i can change the line on my trading chat into candles i want to see candles on the trading chat,4.0,Cecil Chimwa | 👍 0
Google Play,2026-08-22 13:46:54,Nice apps😍😍,5.0,Mts Maysha Sarket | 👍 0
Google Play,2026-08-22 13:41:02,Binance much better than any exchanger,5.0,Babagana Tijjani | 👍 0
Google Play,2026-08-22 13:40:46,good,5.0,Afran S. রেয়া | 👍 0
Google Play,2026-08-22 13:23:51,good,2.0,Jhasketan Netam | 👍 0
Google Play,2026-08-22 13:09:29,good,5.0,Mili Rahman | 👍 0
Google Play,2026-08-22 13:08:14,excellent,5.0,Bas Sa | 👍 0
Google Play,2026-08-22 13:05:28,good,5.0,Umar Mani | 👍 0
Google Play,2026-08-22 12:39:28,very usefull,5.0,Harshit Saroya | 👍 0
Google Play,2026-08-22 12:38:45,love you binance,5.0,ARFAN AHMAD KHAN | 👍 0
Google Play,2026-08-22 12:37:12,But you may have to watch out for what's happening in p2p.,5.0,Alhaji Pullo | 👍 0
Google Play,2026-08-22 12:27:10,good,4.0,Manjunath Bhovi | 👍 0
Google Play,2026-08-22 12:26:48,Beginers friendly.,5.0,realEdrecius Bahlekazi | 👍 0
Google Play,2026-08-22 12:20:01,nice,5.0,Sampath Chandrarathna | 👍 0
Google Play,2026-08-22 12:17:32,excellent,5.0,Sherajunpr0786 | 👍 0
Google Play,2026-08-22 12:12:28,good thought wallet,5.0,abdullahi yunusa | 👍 0
Google Play,2026-08-22 12:12:07,very nice,4.0,Kakali Begum | 👍 0
Google Play,2026-08-22 12:11:05,this app is very helpful,5.0,Wahed Khan | 👍 0
Google Play,2026-08-22 12:09:33,مميزه,5.0,UJJSH Hhdh | 👍 0
Google Play,2026-08-22 12:08:39,not showing complete amount ...paid 10k but showing bitcoin of only 8.4k,1.0,SUSHANT KUMAR | 👍 0
Google Play,2026-08-22 12:05:51,Good,4.0,Baljit Sidhu | 👍 0
Google Play,2026-08-22 11:57:32,good,3.0,r v odedara | 👍 0
Google Play,2026-08-22 11:52:51,others must use this app,4.0,Albert Mlima | 👍 0
Google Play,2026-08-22 11:47:30,nice,5.0,fadi ghawanmeh | 👍 0
Google Play,2026-08-22 11:42:01,nice app,5.0,ansar ali | 👍 0
Google Play,2026-08-22 11:36:24,good,5.0,king SL | 👍 0
Google Play,2026-08-22 11:36:14,This is best And safe platform and very easy to use this platform is best platform love you Binance ❤️😘,5.0,Yuvraj Jaiswal | 👍 0
Google Play,2026-08-22 11:35:09,I love binance,4.0,Nasir Usman | 👍 0
Trustpilot,2026-08-22 11:33:50,"I am writing this review to highlight an unaddressed liquidity failure on Binance Futures (Case ID: 167954661 / Complaint Reference: CC9868507).
On WLDUSDT Perp (2026-08-22, 08:11 UTC), Binance experienced an isolated price crash down to 0.3110 USDT. Meanwhile, the global index mark price and competing exchanges (such as Bybit) maintained levels around 0.3600 USDT.
My Stop Market order set at 0.3656 (Order No: 22924687671) was filled at an extreme price of 0.3396 USDT due to this Binance-specific order book gap, liquidating my account (-2,967.32 USDT).
Support and Complaint teams generic copy-paste templates citing ""market slippage,"" ignoring that this price anomaly occurred EXCLUSIVELY on Binance's internal matching engine.
I demand a manual log audit by Senior Risk Management and full compensation for this exchange-isolated failure.",1.0,Unfair Liquidation & Isolated Price Wick - Complaint CC9868507 | TR
Google Play,2026-08-22 11:28:52,good 👍🏻,5.0,Tarun Gamer | 👍 0
Google Play,2026-08-22 11:27:47,like,4.0,Lukman Hamid | 👍 0
Google News,2026-08-22 11:24:54,"Binance Launches Agent OS: AI Agents Can Now Trade Crypto With ChatGPT, Claude and Codex - Bitcoin Foundation <a href=""https://news.google.com/rss/articles/CBMieEFVX3lxTE9OajM0RW8wUzdtQkFzTmFzRFdUXzRDU2M4dEVBOHBGdTBRYkZZTmpsVHBIZzZwOFhOWHVLaFN6MVNZVWktQXdaY0w4SUhjVDNlT1FxcGItSElrTjVTc05BNThCNXRjRVFuZVU2Vjh2Z1FFRGlQZUhBVw?oc=5"" target=""_blank"">Binance Launches Agent OS: AI Agents Can Now Trade Crypto With ChatGPT, Claude and Codex</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bitcoin Foundation</font>",,Google News
Google Play,2026-08-22 11:17:12,excellent,5.0,Ucda Riaz | 👍 0
Google Play,2026-08-22 11:13:32,good,1.0,Tanjil Mia | 👍 0
Google Play,2026-08-22 11:11:47,nice,5.0,Ziyad Seid | 👍 0
Google Play,2026-08-22 11:07:19,good job,5.0,Aisha Humaira Sweety | 👍 0
Google Play,2026-08-22 11:02:46,ok,1.0,Drpaul Mohan | 👍 0
Google Play,2026-08-22 10:57:48,good,4.0,Vicky Kumar | 👍 0
Google Play,2026-08-22 10:57:45,Add Pure Black Theme instead Of Greyish... Looks Ugly 😢😢😢,1.0,DeEpak HalDeR | 👍 1
Google Play,2026-08-22 10:40:02,excellent,5.0,Sani Sale | 👍 0
Google Play,2026-08-22 10:39:13,Good,4.0,Harikesh Paswan | 👍 0
Google Play,2026-08-22 10:35:58,good mony,5.0,Sejan Jomedar | 👍 0
Google Play,2026-08-22 10:27:04,good,5.0,Md Mojibor | 👍 0
Google Play,2026-08-22 10:26:36,good,5.0,Rajesh Biswakarma | 👍 0
Google Play,2026-08-22 10:18:46,good,5.0,Lasman Doley | 👍 0
Google Play,2026-08-22 10:03:10,good 👍,5.0,Suhail | 👍 0
Google Play,2026-08-22 10:03:10,ok,5.0,Karthi Karthi | 👍 0
Google Play,2026-08-22 09:59:11,Simple Use,5.0,Airtel lte | 👍 0
Google Play,2026-08-22 09:54:56,Good,5.0,Shadin Ray | 👍 1
Google Play,2026-08-22 09:54:29,best,5.0,Manish Jairath | 👍 1
Google Play,2026-08-22 09:52:36,good app,5.0,Rojina Bagum | 👍 0
Google Play,2026-08-22 09:43:13,best app,5.0,dsp chemjong | 👍 0
Google Play,2026-08-22 09:36:46,trusted,5.0,KHARDAR THAPA | 👍 0
Google Play,2026-08-22 09:30:36,best crypto exchange in the world,5.0,Idris Khalid | 👍 0
Google Play,2026-08-22 09:29:09,great app,5.0,Dipanshu Shukla | 👍 0
Google Play,2026-08-22 09:24:58,good,5.0,Let's get some_____? | 👍 1
Google Play,2026-08-22 09:22:51,good 👍,5.0,Suman | 👍 1
Google Play,2026-08-22 09:16:58,super,1.0,Akash Chauhan | 👍 0
Google Play,2026-08-22 09:14:03,nice app good work and all that you will have a great day today,5.0,RAJENDRA SAINI | 👍 0
Google Play,2026-08-22 09:01:23,"Binance customer support service is so bad, by qualification they are not even matric pass, Binance has become a hub of scam no one is interested in victims whose funds are frozen. soon they will scam",1.0,Muhammad Shahzad | 👍 0
Google Play,2026-08-22 08:46:21,excellent,5.0,Mohsin Shehzad | 👍 0
Google Play,2026-08-22 08:42:46,very very best app in the world,5.0,Gaurav Bhardwaj | 👍 0
Google Play,2026-08-22 08:34:48,good app,5.0,A Google user | 👍 0
Google Play,2026-08-22 08:31:09,good,5.0,sajidkhoso245 sajidkhoso245 | 👍 0
Google Play,2026-08-22 08:28:05,good,5.0,jagpreet singh | 👍 0
Google Play,2026-08-22 08:25:41,binance the best money transfer for me,5.0,Kingstoner 25 | 👍 0
Google Play,2026-08-22 08:21:06,good,4.0,Farhan Mayo | 👍 0
Google Play,2026-08-22 08:11:03,good app,5.0,Sk Shafi | 👍 0
Google Play,2026-08-22 07:52:25,love it,5.0,Pam Romeo | 👍 0
Google Play,2026-08-22 07:40:23,bery nice,1.0,Villages park BD | 👍 0
Google Play,2026-08-22 07:33:39,super,5.0,SHANNU MUDHIRAJ (Shannu & Manasa) | 👍 0
Google Play,2026-08-22 07:23:05,nice,5.0,Sd Khan | 👍 0
Google Play,2026-08-22 07:00:08,amazing 😍,5.0,Sawera Malik | 👍 0
Google Play,2026-08-22 06:52:30,good,5.0,Mahendra Joshi | 👍 0
Google Play,2026-08-22 06:43:02,অনেক ভালো,5.0,Mdabdur Rohimkhan009 | 👍 0
Google Play,2026-08-22 06:35:03,greatest the goat,5.0,Minh Vũ Lại | 👍 0
Google Play,2026-08-22 06:30:05,excellent,5.0,aungnaing myo | 👍 0
Google Play,2026-08-22 05:51:08,Good for me,5.0,Chanmuni Devi | 👍 0
Google Play,2026-08-22 05:46:17,kind a good,4.0,Mr Kasab | 👍 1
Google Play,2026-08-22 05:45:27,The best wallet for cripto I like it,5.0,Alessandro Araujo (SandroArtz) | 👍 0
Google Play,2026-08-22 05:45:18,super app,5.0,Boya Dhanunjaya | 👍 0
Google Play,2026-08-22 05:26:57,ok lam,5.0,Huy Nguyen Huu | 👍 0
Google Play,2026-08-22 05:19:22,very good,5.0,Fanny Motimele | 👍 0
Google Play,2026-08-22 05:06:20,good,5.0,TAPOSH MUKHERJEE | 👍 0
Google Play,2026-08-22 04:44:33,nice,5.0,Faruk On Fire | 👍 0
Google Play,2026-08-22 04:31:36,life changing bro,5.0,Amjad Mahsood | 👍 0
Google Play,2026-08-22 04:30:41,good,5.0,Muhammad Hussain | 👍 0
Google Play,2026-08-22 04:27:40,the best app,5.0,Nabiullah Intzar | 👍 1
Google Play,2026-08-22 04:17:26,very Good,5.0,Samaon Islam | 👍 0
Google Play,2026-08-22 03:32:04,I believe i will gain,2.0,Osagie Ogiamien | 👍 0
Google Play,2026-08-22 03:27:45,Great,5.0,David Chilly | 👍 0
Google Play,2026-08-22 03:07:52,best so far,5.0,Alesinloye Oluwaseun | 👍 0
Google Play,2026-08-22 02:50:36,Best payment platform,5.0,System Trade | 👍 0
Google Play,2026-08-22 02:43:41,great exchange,5.0,Bhatti Saab | 👍 0
Google Play,2026-08-22 02:25:25,good,5.0,Golden Luxury | 👍 0
Google Play,2026-08-22 02:15:30,good app💯,3.0,Waqas jan Jan muhummad | 👍 0
Google Play,2026-08-22 01:56:34,👍,5.0,Tech Information With Maqbool Ahmad | 👍 0
Google Play,2026-08-22 01:52:06,"Binance is Finance with a B. but I'm Asian, so B is for losers, I'm gonna need them to change their name to Ainance.",5.0,Ning-Jia Ong | 👍 0
Google Play,2026-08-22 01:05:47,excelente app,5.0,Miguel Mora | 👍 0
Google Play,2026-08-22 00:28:18,❤️,5.0,rajjak payoneer | 👍 0
Google Play,2026-08-22 00:03:37,very good app,5.0,Chukwudi Kenneth Anthony | 👍 0
Google Play,2026-08-21 23:55:55,super 😍,5.0,Stranger | 👍 0
Google Play,2026-08-21 23:51:50,good experience,5.0,Kingjofac Resources Ltd | 👍 0
Google Play,2026-08-21 23:49:13,it's not bad,5.0,Joseph Aondoawase | 👍 0
Google Play,2026-08-21 23:47:57,this Bianca is very good I love it so much,5.0,Petar Obiwulu | 👍 0
Google Play,2026-08-21 23:38:06,Excellent 👍,5.0,Mac Martins | 👍 0
Google Play,2026-08-21 22:51:18,nice app,5.0,Md Billal | 👍 0
Google Play,2026-08-21 22:22:09,good,5.0,Vijay Maalya ji | 👍 0
Google Play,2026-08-21 22:18:29,So helpful with my dollar transaction,5.0,Adebisi Kehinde | 👍 0
Google Play,2026-08-21 22:10:21,amazing app,5.0,Extra Gmail04 | 👍 0
Google Play,2026-08-21 22:05:30,great security,4.0,Biniyam Amanuel | 👍 0
Google Play,2026-08-21 22:01:43,good 👍,2.0,Nitai Haldar (Prem) | 👍 0
Google Play,2026-08-21 21:57:17,i new,5.0,Asghar Ali | 👍 0
Google Play,2026-08-21 21:50:50,ok,5.0,sudhir mohanty | 👍 0
Google Play,2026-08-21 21:45:25,Okey,5.0,Saim | 👍 0
Trustpilot,2026-08-21 21:41:49,"While crypto prices are soaring, binance decides to not renew mica license for europe. Effectively costing me and tons of europeans money.",1.0,Mica gone | BE
Google Play,2026-08-21 21:12:59,the best App to use in trading,5.0,Kelvin Njuguna | 👍 0
Google Play,2026-08-21 21:08:28,good,5.0,Asnan Rana | 👍 0
Google Play,2026-08-21 21:08:20,super 👍,5.0,Rajib Mondal | 👍 0
Google Play,2026-08-21 21:02:22,good performance,5.0,MD Shehab Ahmed | 👍 0
Google Play,2026-08-21 20:57:11,nice app,4.0,Neel Hothi | 👍 0
Google Play,2026-08-21 20:46:06,Good wallet,5.0,Mersi Digafe | 👍 0
Google Play,2026-08-21 20:42:43,learning about it good 👍,5.0,Comrade Trader | 👍 0
Google Play,2026-08-21 20:33:02,Great App and trustable,5.0,MEHER ALI | 👍 0
Google Play,2026-08-21 20:28:15,good to use,5.0,SAHEED ILEBIYI | 👍 0
Google Play,2026-08-21 20:24:42,good apps,5.0,MD Dulal | 👍 0
Google Play,2026-08-21 20:18:59,nice,5.0,Rifat Molla | 👍 0
Google Play,2026-08-21 20:10:27,good,5.0,Hamim Hossain | 👍 0
Google Play,2026-08-21 20:06:20,very nice app,5.0,Sinha ji | 👍 0
Google News,2026-08-21 20:01:27,"Binance Faces New Scrutiny in Its Crypto-Friendly UAE Haven - Bloomberg.com <a href=""https://news.google.com/rss/articles/CBMirwFBVV95cUxOcTM5ZWtmU05lNE1pbUhmdmRBR1A3QUJLTlZraXo3aUVWa25yUjMxMTJ4ZVRQWE1Ub0dkY1M4QTg4aXBfNG1Da3BMU0pwLUhkZ0xnMUpZVkZQSWFRbWc1ckxENXNZX1IxbnpYTXVLakNNWlVtaURoYlFBMWw2T014aG1JS3FZcjlkeV9sdWozMTBCblVKRm9CbzNuTmVWb0hkYWJnaU1nbUU3N3JXZWJr?oc=5"" target=""_blank"">Binance Faces New Scrutiny in Its Crypto-Friendly UAE Haven</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Bloomberg.com</font>",,Google News
Google Play,2026-08-21 19:58:29,nice,5.0,Rajib King | 👍 0
Google Play,2026-08-21 19:54:59,give bonuses join and enjoy,5.0,Es haq Yaqobi | 👍 0
Google Play,2026-08-21 19:49:04,“Binance is easy to use and has many useful features for crypto trading. The app works well and the interface is user-friendly.”,5.0,Md Fazlu | 👍 0
Google Play,2026-08-21 19:48:46,Great 👍,5.0,Abdulganiyu mahruf | 👍 0
Google Play,2026-08-21 19:42:07,very good and very smooth,5.0,Ranjit Sahu | 👍 0
Google Play,2026-08-21 19:33:50,Good,5.0,Rahata ahmed | 👍 0
Trustpilot,2026-08-21 17:19:35,"Binance.US has frozen my account for over three weeks after a ACH Bank deposit and USDC purchase. I have contacted customer service repeatedly and they send an AI response ""account under review"". I have lost over $5K in the last week and a half because of Binance.US freezing these funds and intend to file a report with the US Treasury FinCen. This is NOT A TRUTWORTHY BROKER, AVOID BINANCE.US AT ALL COSTS.",1.0,Binance.US has frozen my account for NO REASON | US
Trustpilot,2026-08-21 17:19:35,,, | 
Trustpilot,2026-08-21 17:19:35,,, | 
Trustpilot,2026-08-21 17:19:35,,, | 
Trustpilot,2026-08-21 17:19:35,,, | 
Trustpilot,2026-08-21 17:19:35,,, | 
Google News,2026-08-21 09:32:33,"How financial crime dominates FCA enforcement, Binance employees detained in the UAE, Australia uncover massive suspected mortgage fraud - LinkedIn <a href=""https://news.google.com/rss/articles/CBMilAFBVV95cUxOTF9TWU5lbG9NQ3QycEp2a0pmdWhtYVEwb3BPaFJiR0FxYWRyekdWcG1rbHhNYy1aMS1yMzJSaEJtRkYwUTN2WW80UTdyMzREc3AzZmVrNlhKQzdIRGxDRE4xVzFXdHpsMTZZZGpuZ0lSWHRwNVR1eXZnYXlJSUM4a2dpenZ3NnpLMVZUM2VZMHpOYWVG?oc=5"" target=""_blank"">How financial crime dominates FCA enforcement, Binance employees detained in the UAE, Australia uncover massive suspected mortgage fraud</a>&nbsp;&nbsp;<font color=""#6f6f6f"">LinkedIn</font>",,Google News
Google News,2026-08-21 09:31:05,"Binance Opens the Door to AI Agents That Can Trade Crypto for You - Decrypt <a href=""https://news.google.com/rss/articles/CBMiZ0FVX3lxTE1ZNzVoMmZNT3Z2UXM2emUwZmM0cG45UWJmbi05V2hTMzg3cWhDVTRQZERfMnQ4LTJoVXNmS2pTU3Q3U0I2dWFMdm44SDNJUWRhVWtPVFpvZFJIM0RvaHdyT0V6VFh6UXPSAW9BVV95cUxPUlJnbWxaVEoyaDFaQWlIRHpwQ2JiUzFNMEIta01MNFdGbmEtbG1wcU9hWTBHNUhSazhMbTNacVFtcWFKcXZ2OTVqNklsblJJbnQ5UDVBMmM2Yk4wM3FtbXlEWUZ4MFBPSzBoc0dmbkE?oc=5"" target=""_blank"">Binance Opens the Door to AI Agents That Can Trade Crypto for You</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Decrypt</font>",,Google News
Google News,2026-08-21 09:30:36,"Crypto theft victims escape Binance arbitration after US appeal court intervenes - ICLG <a href=""https://news.google.com/rss/articles/CBMipgFBVV95cUxPT0UteFZIVlVOZFc3MVpVV0NncWJYT0tsdXRnNFNqRTR0dy12SVV5Y1dVMlExVS15NVAyVmgwNjF5R2c4NTF1cmZNVUhJUDhfM3NiWk80cnhLaXlWblZxS3lYX0FGUXNVbHlicTVsSmgwMmdFNjNaZnhBZTNDd1lYRHdmcEtUalpZcHRSYXI5TGljTzBJazhES1M4YncxLVd6VGZ0WEVB?oc=5"" target=""_blank"">Crypto theft victims escape Binance arbitration after US appeal court intervenes</a>&nbsp;&nbsp;<font color=""#6f6f6f"">ICLG</font>",,Google News
Trustpilot,2026-08-21 08:06:42,"Deposit of $30,000 under “review” for 3+ months — no reason given, no document requests, no timeline
Review:
Case ID: 167806547
I deposited $30,000 into my Binance account over 3 months ago. The deposit was immediately placed under “Under Review” status with no explanation.
Since then, I have proactively submitted proof of source of funds, bank transfer records, and identity documents multiple times — without ever receiving a specific document request from Binance. Every contact with support results in the same generic response: “please wait.”
A representative from a “Specialized Team” eventually confirmed in writing that the review is “to ensure activities are not in violation of Terms of Use,” citing the company’s right to freeze funds “for any reason including suspicion of violation” — without specifying any actual reason, violation, or timeline.
I have also filed a formal complaint with the FSRA (ADGM), as my account is held under Nest Trading Limited / Nest Exchange Limited.
This is not an isolated case — I’ve found many similar reviews here describing the exact same pattern: funds frozen indefinitely, no explanation, no timeline, only “please wait.”
I am requesting Binance to review this case, provide a clear explanation for the hold, and a definite timeline for resolution.

Received the same generic response (“please wait,” no timeline) even after this review was posted publicly. Meanwhile, on X, @BinanceHelpDesk confirmed my case (ID: 167806547) has been “escalated and flagged for priority.” I expect Binance’s response here to reflect that same priority, not a repeat of the standard message. Please provide a specific timeframe or next step.",1.0,Case ID: 167806547 | RU
Google News,2026-08-21 07:00:00,"Weekly Roundup: Binance Staff Arrested, Bessent Warns Iran's Allies, and More - ACAMS <a href=""https://news.google.com/rss/articles/CBMipgFBVV95cUxNZ3JkWHJFQ2RFTkxVRHliZkhnU3NfRnZQNERmMTJWZ3Y2MXE5Rm9RTE5tOFVfVV84OXZpcFZkS3JDRjJJLXVCVnBHN3BLNnRoVFJCX0FtdVRncW5PN1RnSmxzeTByRjNKanRPZEZFYW1kajN3bUdJNFNjalNCYjNUN0tRcmgwWnVnWDRmcDg2UnNHbEdLbG5sdWYxM2dRWVUtV3MtUFNn?oc=5"" target=""_blank"">Weekly Roundup: Binance Staff Arrested, Bessent Warns Iran's Allies, and More</a>&nbsp;&nbsp;<font color=""#6f6f6f"">ACAMS</font>",,Google News
Google News,2026-08-20 23:29:14,"Two Binance employees were detained in UAE in recent weeks, NYT reports - Reuters <a href=""https://news.google.com/rss/articles/CBMitgFBVV95cUxNcVNRelR3TlJRWUxwV01fbDhUblFza29oMkhKRWV4aGluYmwta0lobVNlbjRSZ0dmM0s0SGdDcGVod3VwTldvMVJHTUxKZzl0VVpOelgwV3dwX0RINUdVaTNzOWUzQkNSTHJXeVVDVWo4X1kwN29FTEdndzZIbmZOejN5d0lBYWdycld6dTlCV3U1R3ZrMDRGejFtUjRVNlFMQkdrUnVTSS1XeHdlai1mY3BBdTFzUQ?oc=5"" target=""_blank"">Two Binance employees were detained in UAE in recent weeks, NYT reports</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Reuters</font>",,Google News
Google News,2026-08-20 19:10:09,"Two Binance Employees Detained in the U.A.E. Amid Police Inquiries - The New York Times <a href=""https://news.google.com/rss/articles/CBMijgFBVV95cUxQQUZnRmRyVHNsdjFPYmYybG56enNxSGtNN3NKMGExazNzYVA5bjZCNG5UOXNUNzVxaV8yaXdpdkhpZlJnb2k4azUwUHhsZnk0cHBIY0xpcTZiTDZRMWJFdVpYeDl6TUNjR3ZNeUFTTkZZWGtfRW9EbDktWmRublc4VFlONGhscXJERDNsOEZ3?oc=5"" target=""_blank"">Two Binance Employees Detained in the U.A.E. Amid Police Inquiries</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The New York Times</font>",,Google News
Google News,2026-08-20 09:30:00,"Binance now lets AI agents trade, but keeping them in check is largely up to users - TechCrunch <a href=""https://news.google.com/rss/articles/CBMitwFBVV95cUxON3BjNUx6eXJuQVNaQ2tIcXZKQXBUNVJKRklYVHgycER2Nlo3dlpnc3k5QUh6VmRnS0RxS3JSUkc5bW1LTzBVT2x5SWtDMjkzZ3otOHhEU2RmUW1wWkVlWTBHeW13dU40VjBrVUIwTU1NSmdibE1Ia3NwRmh0QU9jdm55Mms1cnpWVzFhXzFZNEJwbmppSnBJUnNJczV6RkJPMUVZUWp1YWRZcHpqazFWZTNCVDY2aTQ?oc=5"" target=""_blank"">Binance now lets AI agents trade, but keeping them in check is largely up to users</a>&nbsp;&nbsp;<font color=""#6f6f6f"">TechCrunch</font>",,Google News
Trustpilot,2026-08-20 08:34:15,"good exchange but avoid copy trading
i lost there much money",4.0,good exchange but avoid copy trading | NL
Google News,2026-08-17 20:55:00,"Tokenized equities triple market share as Ondo, Binance and xStocks dominate - The Block <a href=""https://news.google.com/rss/articles/CBMivAFBVV95cUxNeWtJTk1SVUthN1hMMzRhMVdEeDczLTlPVlJSTkJHZkdvOWpJci1KaVFYQVh3ZXRWOUNKb2xaZ2ZYQnVjUExWNzNyZ01mXzBpYkw1ZDdyRVg4VjdpTXFJYWJEZ3ZKVW1jM2R1MjROcElxeVFOQnczLVlVbzNSTnV5bl9SZWZfX3V6UUtyWjd3Xy15UFQtM2xhXzVzWkw3d29rMnN2a1dQWmtzd29GRzBEQVg0clVrc055M1plUg?oc=5"" target=""_blank"">Tokenized equities triple market share as Ondo, Binance and xStocks dominate</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Block</font>",,Google News
Trustpilot,2026-08-17 19:09:49,My first expirance in crypto was good in binance,5.0,My first expirance in crypto was good… | EG
Google News,2026-08-17 09:16:14,"Binance gave Russia client data used in Ukraine donation case - CoinDesk <a href=""https://news.google.com/rss/articles/CBMitwFBVV95cUxPNEV1eDB0TThkRjNyVUhwRU90bjBBSGdnQzR5THJyZ1Q0bGNjQWJaaTZZY0ZhRTJqZWhIcjc5ME1mejNJdnZjb2NMdzJCRk1XV1k0VXZuZnlTZnNNQkpyVTg0a2R6b1ZfNDMxUVFyQVJEM25KWC12VTdzUmE4QzBVVV8xRE5jMktTQjY2VTFDaG5YREpaUWIzYi03cjJVenprT2RCMWVmV3d5RHdTRl9YLUJka3FSX0E?oc=5"" target=""_blank"">Binance gave Russia client data used in Ukraine donation case</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CoinDesk</font>",,Google News
Google News,2026-08-17 06:12:07,"EXCLUSIVE: Binance gave Moscow client details used to charge Russian over Ukraine donations, documents show - Reuters <a href=""https://news.google.com/rss/articles/CBMiygFBVV95cUxQRHFHaFRyb1A4VHA4VkZIbzJjUk5MMTViS19zR2pfWFp1b0dacEVlckI0bE9qVUY5X3FIamdodWhhNFdFMEhVTUw5TE9udjB4U3ROLWpIVWFtUVd5eUEybTBmQ3JwbkY4UXJBTG1oTnBQSUZ0TnotQjQ3cUZNWE1NWnBZTTl0QUcySUE4am1UR0V1QUJyMGlJeEk0VWV1X2o3dnhZR3QyZ1JTeXNHNnpOdklWYzRGcnhNWVZmRzY5TlU5Z0hYSUViLXN3?oc=5"" target=""_blank"">EXCLUSIVE: Binance gave Moscow client details used to charge Russian over Ukraine donations, documents show</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Reuters</font>",,Google News
Trustpilot,2026-08-17 05:28:08,"Review

Very disappointing experience with Binance P2P support.

I made the payment and the amount was successfully deducted from my bank account, but I still have not received the crypto from the P2P order.

The seller claims that the payment was not received, but from my side the money has already been deducted and I have provided payment proof and all the evidence requested by Binance.

The most frustrating part is that the buyer is the one whose money has already left the bank account, yet the buyer is still being asked to wait and repeat additional verification processes. I have neither received the crypto nor recovered my payment.

My appeal has now been ongoing for almost 24 hours. Binance initially stated that the CS team could take 3–4 hours to review the appeal, but I was later repeatedly asked to wait another 6 hours and provide additional bank-related proof.

Different support agents have given different responses, while my money remains blocked. I have fully cooperated and provided the evidence available to me.

I expect Binance to review the evidence already submitted and provide a clear final resolution instead of repeatedly extending the process.

I have screenshots of the payment deduction, appeal history, and complete support conversation as evidence.

Case/complaint reference: CC9835565",1.0,Binance P2P Appeal – Buyer Lost Money and Has Been Waiting Almost 24 Hours | IN
